    99999	2019-09-06 13:34:10	117	0	1	0
    99999	2019-09-06 13:34:24	117	0	1	0
    99999	2019-09-06 13:35:11	117	0	1	0
    99999	2019-09-06 14:02:09	117	1	1	0
    99999	2019-09-06 14:02:14	117	1	1	0
    99999	2019-09-06 14:02:17	117	1	1	0
      503	2019-09-10 11:07:17	117	5	1	0
      516	2019-09-10 11:08:43	117	5	1	0
      502	2019-09-10 11:09:11	117	5	1	0
      509	2019-09-10 11:12:37	117	0	1	0
      509	2019-09-10 11:12:47	117	1	1	0
      518	2019-09-10 11:13:06	117	1	1	0
      519	2019-09-10 11:13:57	117	0	1	0
      517	2019-09-10 12:07:25	117	5	1	0
      517	2019-09-10 12:07:53	117	5	1	0
      517	2019-09-10 12:52:22	117	0	1	0
      522	2019-09-10 13:04:27	117	1	1	0
      526	2019-09-10 13:05:51	117	1	1	0
      520	2019-09-10 13:06:06	117	1	1	0
      519	2019-09-10 13:07:18	117	1	1	0
      525	2019-09-10 13:08:17	117	1	1	0
      517	2019-09-10 17:00:07	117	5	1	0
      508	2019-09-10 17:00:44	117	5	1	0
      511	2019-09-10 17:00:48	117	5	1	0
      510	2019-09-10 17:01:01	117	5	1	0
      507	2019-09-10 17:54:51	117	1	1	0
      514	2019-09-10 19:15:59	117	0	1	0
      512	2019-09-10 19:20:49	117	0	1	0
      515	2019-09-10 23:02:37	117	0	1	0
      527	2019-09-11 01:17:25	117	0	1	0
      524	2019-09-11 01:41:32	117	0	1	0
      528	2019-09-11 01:42:15	117	0	1	0
      502	2019-09-11 02:31:53	117	0	1	0
      503	2019-09-11 02:35:50	117	0	1	0
      509	2019-09-11 02:46:09	117	0	1	0
      516	2019-09-11 02:58:27	117	4	1	0
      522	2019-09-11 04:25:17	117	0	1	0
      520	2019-09-11 04:50:35	117	4	1	0
      525	2019-09-11 04:57:29	117	0	1	0
      514	2019-09-11 05:02:24	117	1	1	0
      519	2019-09-11 05:03:46	117	0	1	0
      521	2019-09-11 07:18:25	117	0	1	0
      511	2019-09-11 07:25:36	117	0	1	0
      505	2019-09-11 07:25:43	117	0	1	0
      512	2019-09-11 07:28:52	117	0	1	0
      515	2019-09-11 07:31:55	117	1	1	0
      510	2019-09-11 07:37:01	117	0	1	0
      504	2019-09-11 07:40:02	117	0	1	0
      508	2019-09-11 07:40:13	117	0	1	0
      507	2019-09-11 07:54:28	117	4	1	0
      507	2019-09-11 07:54:34	117	4	1	0
      507	2019-09-11 07:54:39	117	4	1	0
      524	2019-09-11 10:32:31	117	1	1	0
      527	2019-09-11 10:32:40	117	1	1	0
      528	2019-09-11 10:37:32	117	1	1	0
      502	2019-09-11 11:00:36	117	5	1	0
      503	2019-09-11 11:00:47	117	5	1	0
      509	2019-09-11 11:01:34	117	5	1	0
      516	2019-09-11 11:01:41	117	5	1	0
      508	2019-09-11 12:00:10	117	5	1	0
      504	2019-09-11 12:00:16	117	5	1	0
      511	2019-09-11 12:00:42	117	5	1	0
      517	2019-09-11 12:06:41	117	5	1	0
      504	2019-09-11 12:26:36	117	0	1	0
      508	2019-09-11 12:26:54	117	0	1	0
      517	2019-09-11 12:42:23	117	0	1	0
      519	2019-09-11 13:01:27	117	1	1	0
      522	2019-09-11 13:02:00	117	1	1	0
      520	2019-09-11 13:02:08	117	1	1	0
      525	2019-09-11 13:03:38	117	1	1	0
      510	2019-09-11 17:00:29	117	5	1	0
      511	2019-09-11 17:00:35	117	5	1	0
      505	2019-09-11 17:00:39	117	5	1	0
      521	2019-09-11 17:00:43	117	5	1	0
