     2229	2019-09-02 16:26:31	110	1	1	0
     2229	2019-09-02 16:26:36	110	1	1	0
     2396	2019-09-03 06:57:10	110	0	1	0
     2230	2019-09-03 07:25:32	110	0	1	0
     2395	2019-09-03 07:36:09	110	0	1	0
     2392	2019-09-03 07:37:47	110	0	1	0
     2397	2019-09-03 07:48:18	110	0	1	0
     2394	2019-09-03 07:49:41	110	0	1	0
     2221	2019-09-03 07:51:49	110	0	1	0
     2226	2019-09-03 07:51:55	110	0	1	0
     2229	2019-09-03 07:53:33	110	0	1	0
     2225	2019-09-03 07:53:41	110	0	1	0
     2229	2019-09-03 07:53:51	110	0	1	0
     2227	2019-09-03 08:03:06	110	0	1	0
     2222	2019-09-03 08:18:03	110	0	1	0
     2396	2019-09-03 12:00:13	110	0	1	0
     2395	2019-09-03 12:00:24	110	0	1	0
     2397	2019-09-03 12:00:31	110	0	1	0
     2392	2019-09-03 12:00:37	110	0	1	0
     2394	2019-09-03 12:00:51	110	1	1	0
     2395	2019-09-03 12:01:03	110	1	1	0
     2396	2019-09-03 12:01:07	110	1	1	0
     2392	2019-09-03 12:01:17	110	1	1	0
     2397	2019-09-03 12:02:23	110	1	1	0
     2397	2019-09-03 12:19:04	110	0	1	0
     2392	2019-09-03 12:19:11	110	0	1	0
     2396	2019-09-03 12:19:18	110	0	1	0
     2395	2019-09-03 12:23:22	110	0	1	0
     2394	2019-09-03 12:32:13	110	0	1	0
     2229	2019-09-03 16:42:39	110	1	1	0
     2230	2019-09-03 17:00:59	110	1	1	0
     2396	2019-09-03 17:01:04	110	1	1	0
     2397	2019-09-03 17:01:15	110	1	1	0
     2392	2019-09-03 17:01:26	110	1	1	0
     2394	2019-09-03 17:01:36	110	1	1	0
     2395	2019-09-03 17:01:43	110	1	1	0
     2221	2019-09-03 17:03:00	110	1	1	0
     2222	2019-09-03 17:03:07	110	1	1	0
     2226	2019-09-03 17:03:14	110	1	1	0
     2225	2019-09-03 17:03:24	110	1	1	0
