     2044	2019-09-24 17:00:24	121	1	1	0
     2024	2019-09-24 17:00:29	121	1	1	0
     2027	2019-09-24 17:00:38	121	1	1	0
     2054	2019-09-24 17:00:49	121	1	1	0
     2023	2019-09-24 17:01:19	121	0	1	0
     2021	2019-09-25 06:52:17	121	0	1	0
     2044	2019-09-25 06:52:36	121	0	1	0
     2042	2019-09-25 07:10:43	121	0	1	0
     2035	2019-09-25 07:13:22	121	0	1	0
     2023	2019-09-25 07:18:26	121	0	1	0
     2041	2019-09-25 07:19:17	121	0	1	0
     2028	2019-09-25 07:24:59	121	0	1	0
     2033	2019-09-25 07:28:52	121	0	1	0
     2056	2019-09-25 07:47:36	121	0	1	0
     2027	2019-09-25 07:48:35	121	0	1	0
     2034	2019-09-25 07:49:11	121	0	1	0
     2036	2019-09-25 07:51:13	121	0	1	0
     2037	2019-09-25 07:52:52	121	0	1	0
     2050	2019-09-25 07:55:32	121	0	1	0
     2045	2019-09-25 07:55:54	121	0	1	0
     2054	2019-09-25 07:56:26	121	0	1	0
     2030	2019-09-25 07:56:37	121	0	1	0
     2053	2019-09-25 07:57:25	121	0	1	0
     2052	2019-09-25 07:59:13	121	0	1	0
     2032	2019-09-25 07:59:18	121	0	1	0
     2029	2019-09-25 08:01:55	121	0	1	0
     2024	2019-09-25 08:05:23	121	0	1	0
     2043	2019-09-25 08:05:33	121	0	1	0
     2055	2019-09-25 08:12:09	121	0	1	0
     2036	2019-09-25 12:00:02	121	1	1	0
     2052	2019-09-25 12:00:14	121	1	1	0
     2054	2019-09-25 12:00:21	121	1	1	0
     2053	2019-09-25 12:00:51	121	1	1	0
     2050	2019-09-25 12:01:03	121	1	1	0
     2056	2019-09-25 12:01:14	121	1	1	0
     2051	2019-09-25 12:01:22	121	1	1	0
     2044	2019-09-25 12:01:31	121	0	1	0
     2042	2019-09-25 12:01:39	121	0	1	0
     2042	2019-09-25 12:01:56	121	1	1	0
     2032	2019-09-25 12:02:15	121	1	1	0
     2055	2019-09-25 12:03:18	121	1	1	0
     2024	2019-09-25 12:07:29	121	0	1	0
     2024	2019-09-25 12:07:42	121	1	1	0
     2027	2019-09-25 12:07:59	121	1	1	0
     2029	2019-09-25 12:08:41	121	1	1	0
     2027	2019-09-25 12:08:58	121	1	1	0
     2037	2019-09-25 12:10:20	121	0	1	0
     2037	2019-09-25 12:10:37	121	1	1	0
     2036	2019-09-25 12:17:44	121	0	1	0
     2052	2019-09-25 12:18:28	121	0	1	0
     2054	2019-09-25 12:18:38	121	0	1	0
     2050	2019-09-25 12:18:46	121	0	1	0
     2056	2019-09-25 12:19:05	121	0	1	0
     2051	2019-09-25 12:19:12	121	0	1	0
     2053	2019-09-25 12:19:29	121	0	1	0
     2045	2019-09-25 12:20:24	121	1	1	0
     2036	2019-09-25 12:20:54	121	0	1	0
     2055	2019-09-25 12:21:02	121	0	1	0
     2029	2019-09-25 12:27:37	121	0	1	0
     2045	2019-09-25 12:30:15	121	0	1	0
     2044	2019-09-25 12:30:28	121	0	1	0
     2042	2019-09-25 12:31:31	121	0	1	0
     2037	2019-09-25 12:31:53	121	0	1	0
     2024	2019-09-25 12:33:31	121	0	1	0
     2032	2019-09-25 13:00:21	121	0	1	0
     2042	2019-09-25 17:00:03	121	1	1	0
     2037	2019-09-25 17:00:08	121	0	1	0
     2041	2019-09-25 17:00:14	121	0	1	0
     2052	2019-09-25 17:00:18	121	0	1	0
     2053	2019-09-25 17:00:41	121	0	1	0
     2050	2019-09-25 17:00:51	121	0	1	0
     2054	2019-09-25 17:01:00	121	0	1	0
     2056	2019-09-25 17:01:15	121	0	1	0
     2035	2019-09-25 17:01:34	121	1	1	0
     2028	2019-09-25 17:01:48	121	1	1	0
     2053	2019-09-25 17:01:56	121	1	1	0
     2054	2019-09-25 17:02:09	121	0	1	0
     2054	2019-09-25 17:02:20	121	1	1	0
     2043	2019-09-25 17:02:27	121	1	1	0
     2044	2019-09-25 17:02:35	121	1	1	0
     2034	2019-09-25 17:02:42	121	1	1	0
     2023	2019-09-25 17:02:51	121	1	1	0
     2051	2019-09-25 17:03:30	121	1	1	0
     2055	2019-09-25 17:03:36	121	1	1	0
     2033	2019-09-25 17:03:44	121	1	1	0
     2024	2019-09-25 17:03:56	121	1	1	0
     2030	2019-09-25 17:04:14	121	1	1	0
     2027	2019-09-25 17:04:22	121	1	1	0
     2029	2019-09-25 17:04:28	121	1	1	0
     2032	2019-09-25 17:04:35	121	1	1	0
     2036	2019-09-25 17:06:23	121	1	1	0
     2023	2019-09-26 07:22:49	121	0	1	0
     2044	2019-09-26 07:22:59	121	0	1	0
     2042	2019-09-26 07:23:07	121	0	1	0
     2028	2019-09-26 07:23:58	121	0	1	0
     2041	2019-09-26 07:24:08	121	0	1	0
     2035	2019-09-26 07:29:08	121	0	1	0
     2027	2019-09-26 07:32:13	121	0	1	0
     2050	2019-09-26 07:33:18	121	0	1	0
     2033	2019-09-26 07:33:33	121	0	1	0
     2051	2019-09-26 07:38:44	121	0	1	0
     2054	2019-09-26 07:38:54	121	0	1	0
     2045	2019-09-26 07:40:45	121	0	1	0
     2056	2019-09-26 07:42:33	121	0	1	0
     2055	2019-09-26 07:43:28	121	0	1	0
     2052	2019-09-26 07:46:41	121	0	1	0
     2036	2019-09-26 07:46:51	121	0	1	0
     2032	2019-09-26 07:47:02	121	0	1	0
     2030	2019-09-26 07:47:52	121	0	1	0
     2024	2019-09-26 07:48:04	121	0	1	0
     2034	2019-09-26 07:48:20	121	0	1	0
     2043	2019-09-26 07:48:53	121	0	1	0
     2022	2019-09-26 07:49:48	121	0	1	0
     2053	2019-09-26 07:51:35	121	0	1	0
     2029	2019-09-26 07:59:25	121	0	1	0
     2042	2019-09-26 12:00:04	121	1	1	0
     2052	2019-09-26 12:00:13	121	0	1	0
     2052	2019-09-26 12:00:25	121	1	1	0
     2022	2019-09-26 12:00:30	121	1	1	0
     2041	2019-09-26 12:00:34	121	1	1	0
     2032	2019-09-26 12:00:40	121	1	1	0
     2044	2019-09-26 12:00:44	121	1	1	0
     2033	2019-09-26 12:00:53	121	1	1	0
     2043	2019-09-26 12:01:01	121	1	1	0
     2029	2019-09-26 12:01:06	121	1	1	0
     2036	2019-09-26 12:01:14	121	1	1	0
     2045	2019-09-26 12:01:20	121	0	1	0
     2053	2019-09-26 12:01:41	121	1	1	0
     2056	2019-09-26 12:01:49	121	1	1	0
     2055	2019-09-26 12:02:01	121	1	1	0
     2051	2019-09-26 12:02:41	121	1	1	0
     2054	2019-09-26 12:02:54	121	1	1	0
     2050	2019-09-26 12:06:13	121	1	1	0
     2050	2019-09-26 12:21:49	121	0	1	0
     2053	2019-09-26 12:22:21	121	0	1	0
     2041	2019-09-26 12:25:07	121	0	1	0
     2042	2019-09-26 12:25:18	121	0	1	0
     2052	2019-09-26 12:25:26	121	0	1	0
     2044	2019-09-26 12:27:05	121	0	1	0
     2045	2019-09-26 12:30:07	121	0	1	0
     2028	2019-09-26 12:32:44	121	1	1	0
     2043	2019-09-26 12:35:47	121	0	1	0
     2033	2019-09-26 12:42:34	121	0	1	0
     2029	2019-09-26 12:42:46	121	0	1	0
     2032	2019-09-26 12:42:51	121	0	1	0
     2054	2019-09-26 12:44:32	121	0	1	0
     2056	2019-09-26 12:44:42	121	0	1	0
     2022	2019-09-26 12:44:54	121	0	1	0
     2055	2019-09-26 12:45:02	121	0	1	0
     2051	2019-09-26 12:45:39	121	0	1	0
      264	2019-09-26 12:49:29	121	0	1	0
     2028	2019-09-26 12:51:35	121	0	1	0
     2057	2019-09-26 12:51:50	121	1	1	0
     2030	2019-09-26 12:52:09	121	1	1	0
     2027	2019-09-26 12:52:15	121	1	1	0
     2036	2019-09-26 12:53:20	121	0	1	0
     2030	2019-09-26 12:58:32	121	0	1	0
     2057	2019-09-26 12:59:22	121	0	1	0
     2042	2019-09-26 17:00:03	121	1	1	0
     2054	2019-09-26 17:00:14	121	1	1	0
     2041	2019-09-26 17:00:19	121	1	1	0
     2044	2019-09-26 17:00:26	121	1	1	0
     2052	2019-09-26 17:00:37	121	1	1	0
     2050	2019-09-26 17:00:43	121	1	1	0
     2038	2019-09-26 17:00:50	121	0	1	0
     2056	2019-09-26 17:00:58	121	0	1	0
     2038	2019-09-26 17:01:28	121	1	1	0
     2053	2019-09-26 17:01:48	121	1	1	0
     2036	2019-09-26 17:01:52	121	1	1	0
     2057	2019-09-26 17:01:58	121	1	1	0
     2056	2019-09-26 17:02:07	121	0	1	0
     2043	2019-09-26 17:02:19	121	1	1	0
     2033	2019-09-26 17:02:28	121	1	1	0
     2045	2019-09-26 17:02:46	121	1	1	0
     2055	2019-09-26 17:03:02	121	1	1	0
     2051	2019-09-26 17:03:10	121	1	1	0
     2028	2019-09-26 17:03:57	121	1	1	0
     2023	2019-09-26 17:04:08	121	1	1	0
     2030	2019-09-26 17:04:20	121	1	1	0
     2030	2019-09-26 17:04:23	121	1	1	0
     2027	2019-09-26 17:04:31	121	0	1	0
     2022	2019-09-26 17:04:38	121	1	1	0
     2032	2019-09-26 17:04:46	121	1	1	0
     2029	2019-09-26 17:05:09	121	1	1	0
     2024	2019-09-26 17:05:34	121	1	1	0
     2044	2019-09-27 07:16:12	121	0	1	0
     2023	2019-09-27 07:16:24	121	0	1	0
     2035	2019-09-27 07:16:40	121	0	1	0
     2042	2019-09-27 07:21:11	121	0	1	0
     2028	2019-09-27 07:25:05	121	0	1	0
     2041	2019-09-27 07:25:43	121	0	1	0
     2033	2019-09-27 07:29:25	121	0	1	0
     2051	2019-09-27 07:36:44	121	0	1	0
     2048	2019-09-27 07:36:55	121	0	1	0
     2050	2019-09-27 07:38:09	121	0	1	0
     2032	2019-09-27 07:38:47	121	0	1	0
     2038	2019-09-27 07:40:06	121	0	1	0
     2034	2019-09-27 07:40:36	121	0	1	0
     2030	2019-09-27 07:41:24	121	0	1	0
     2027	2019-09-27 07:41:38	121	0	1	0
     2056	2019-09-27 07:42:27	121	0	1	0
     2057	2019-09-27 07:43:53	121	0	1	0
     2022	2019-09-27 07:45:25	121	0	1	0
     2052	2019-09-27 07:45:50	121	0	1	0
     2054	2019-09-27 07:47:58	121	0	1	0
     2045	2019-09-27 07:48:23	121	0	1	0
     2037	2019-09-27 07:49:28	121	0	1	0
     2053	2019-09-27 07:50:19	121	0	1	0
     2043	2019-09-27 07:52:40	121	0	1	0
     2036	2019-09-27 07:53:46	121	0	1	0
     2055	2019-09-27 07:55:18	121	0	1	0
     2024	2019-09-27 07:55:58	121	0	1	0
     2029	2019-09-27 08:01:19	121	0	1	0
     2042	2019-09-27 12:00:03	121	1	1	0
     2057	2019-09-27 12:00:08	121	1	1	0
     2037	2019-09-27 12:00:12	121	1	1	0
     2044	2019-09-27 12:00:19	121	1	1	0
     2041	2019-09-27 12:00:28	121	1	1	0
     2038	2019-09-27 12:00:34	121	1	1	0
     2045	2019-09-27 12:00:38	121	1	1	0
     2056	2019-09-27 12:00:47	121	1	1	0
     2054	2019-09-27 12:01:14	121	1	1	0
     2034	2019-09-27 12:02:16	121	1	1	0
     2036	2019-09-27 12:02:28	121	1	1	0
     2050	2019-09-27 12:03:38	121	1	1	0
     2052	2019-09-27 12:08:32	121	1	1	0
     2055	2019-09-27 12:08:40	121	1	1	0
     2053	2019-09-27 12:08:51	121	1	1	0
     2035	2019-09-27 12:09:47	121	1	1	0
     2048	2019-09-27 12:10:10	121	1	1	0
     2051	2019-09-27 12:11:29	121	1	1	0
     2038	2019-09-27 12:15:14	121	0	1	0
     2048	2019-09-27 12:15:28	121	0	1	0
     2034	2019-09-27 12:17:32	121	0	1	0
     2035	2019-09-27 12:18:06	121	0	1	0
     2053	2019-09-27 12:19:25	121	0	1	0
     2050	2019-09-27 12:20:04	121	0	1	0
     2052	2019-09-27 12:20:26	121	0	1	0
     2054	2019-09-27 12:20:35	121	0	1	0
     2041	2019-09-27 12:25:31	121	0	1	0
     2056	2019-09-27 12:25:55	121	0	1	0
     2045	2019-09-27 12:26:10	121	0	1	0
     2037	2019-09-27 12:30:04	121	0	1	0
     2044	2019-09-27 12:30:23	121	0	1	0
     2042	2019-09-27 12:30:46	121	0	1	0
     2057	2019-09-27 12:32:09	121	0	1	0
     2055	2019-09-27 12:32:20	121	0	1	0
     2051	2019-09-27 12:36:58	121	0	1	0
     2022	2019-09-27 12:40:28	121	1	1	0
     2036	2019-09-27 12:58:50	121	0	1	0
     2042	2019-09-27 17:00:03	121	1	1	0
     2037	2019-09-27 17:00:07	121	1	1	0
     2041	2019-09-27 17:00:12	121	1	1	0
     2044	2019-09-27 17:00:19	121	1	1	0
     2052	2019-09-27 17:00:24	121	1	1	0
     2036	2019-09-27 17:00:28	121	0	1	0
     2036	2019-09-27 17:00:36	121	1	1	0
     2050	2019-09-27 17:00:41	121	1	1	0
     2038	2019-09-27 17:00:45	121	1	1	0
     2054	2019-09-27 17:00:52	121	1	1	0
     2043	2019-09-27 17:00:59	121	1	1	0
     2035	2019-09-27 17:01:08	121	1	1	0
     2036	2019-09-27 17:01:20	121	1	1	0
     2056	2019-09-27 17:01:35	121	0	1	0
     2056	2019-09-27 17:01:42	121	1	1	0
     2028	2019-09-27 17:01:49	121	1	1	0
     2048	2019-09-27 17:01:55	121	1	1	0
     2022	2019-09-27 17:02:10	121	1	1	0
     2027	2019-09-27 17:02:42	121	1	1	0
     2030	2019-09-27 17:02:44	121	1	1	0
     2034	2019-09-27 17:02:51	121	1	1	0
     2045	2019-09-27 17:03:27	121	1	1	0
     2032	2019-09-27 17:03:36	121	1	1	0
     2023	2019-09-27 17:03:47	121	0	1	0
     2029	2019-09-27 17:04:16	121	1	1	0
     2033	2019-09-27 17:04:22	121	1	1	0
     2057	2019-09-27 17:04:33	121	1	1	0
     2053	2019-09-27 17:04:42	121	1	1	0
     2055	2019-09-27 17:04:51	121	1	1	0
     2051	2019-09-27 17:04:57	121	1	1	0
     2024	2019-09-27 17:05:26	121	1	1	0
     2023	2019-09-30 07:16:52	121	0	1	0
     2026	2019-09-30 07:17:49	121	0	1	0
     2044	2019-09-30 07:18:35	121	0	1	0
     2028	2019-09-30 07:24:07	121	0	1	0
     2035	2019-09-30 07:27:53	121	0	1	0
     2031	2019-09-30 07:29:29	121	0	1	0
     2051	2019-09-30 07:30:15	121	0	1	0
     2036	2019-09-30 07:31:01	121	0	1	0
     2042	2019-09-30 07:31:50	121	0	1	0
     2027	2019-09-30 07:35:15	121	0	1	0
     2048	2019-09-30 07:37:27	121	0	1	0
     2038	2019-09-30 07:39:04	121	0	1	0
     2030	2019-09-30 07:41:11	121	0	1	0
     2049	2019-09-30 07:41:45	121	0	1	0
     2033	2019-09-30 07:41:53	121	0	1	0
     2045	2019-09-30 07:42:22	121	0	1	0
     2050	2019-09-30 07:47:35	121	0	1	0
     2024	2019-09-30 08:02:19	121	0	1	0
     2052	2019-09-30 08:51:56	121	0	1	0
     2042	2019-09-30 12:00:03	121	1	1	0
     2031	2019-09-30 12:00:12	121	1	1	0
     2037	2019-09-30 12:00:17	121	1	1	0
     2044	2019-09-30 12:00:21	121	1	1	0
     2036	2019-09-30 12:00:25	121	1	1	0
     2054	2019-09-30 12:00:29	121	0	1	0
     2054	2019-09-30 12:00:37	121	1	1	0
     2052	2019-09-30 12:00:43	121	1	1	0
     2041	2019-09-30 12:00:47	121	1	1	0
     2043	2019-09-30 12:00:51	121	1	1	0
     2045	2019-09-30 12:00:59	121	1	1	0
     2049	2019-09-30 12:01:07	121	1	1	0
     2056	2019-09-30 12:01:20	121	1	1	0
     2048	2019-09-30 12:02:57	121	1	1	0
     2050	2019-09-30 12:03:37	121	1	1	0
     2036	2019-09-30 12:10:31	121	0	1	0
     2031	2019-09-30 12:13:04	121	0	1	0
     2045	2019-09-30 12:15:05	121	0	1	0
     2041	2019-09-30 12:15:09	121	0	1	0
     2042	2019-09-30 12:15:16	121	0	1	0
     2043	2019-09-30 12:15:20	121	0	1	0
     2037	2019-09-30 12:15:27	121	0	1	0
     2052	2019-09-30 12:15:36	121	0	1	0
     2051	2019-09-30 12:17:43	121	1	1	0
     2026	2019-09-30 12:17:56	121	1	1	0
     2050	2019-09-30 12:18:20	121	0	1	0
     2049	2019-09-30 12:18:39	121	0	1	0
     2055	2019-09-30 12:18:59	121	1	1	0
     2057	2019-09-30 12:19:12	121	1	1	0
     2038	2019-09-30 12:19:37	121	0	1	0
     2038	2019-09-30 12:19:49	121	1	1	0
     2056	2019-09-30 12:20:30	121	0	1	0
     2051	2019-09-30 12:27:04	121	0	1	0
     2057	2019-09-30 12:28:58	121	0	1	0
     2055	2019-09-30 12:29:06	121	0	1	0
     2038	2019-09-30 12:29:12	121	0	1	0
     2044	2019-09-30 12:30:07	121	0	1	0
     2026	2019-09-30 12:33:34	121	0	1	0
     2054	2019-09-30 12:57:58	121	0	1	0
     2034	2019-09-30 17:00:08	121	1	1	0
     2022	2019-09-30 17:00:16	121	1	1	0
     2036	2019-09-30 17:00:24	121	1	1	0
     2021	2019-10-01 07:02:56	121	0	1	0
     2031	2019-10-01 07:04:48	121	0	1	0
     2044	2019-10-01 07:10:20	121	0	1	0
     2023	2019-10-01 07:12:36	121	0	1	0
     2049	2019-10-01 07:15:03	121	0	1	0
     2048	2019-10-01 07:16:55	121	0	1	0
     2050	2019-10-01 07:18:22	121	0	1	0
     2042	2019-10-01 07:18:45	121	0	1	0
     2028	2019-10-01 07:20:33	121	0	1	0
     2041	2019-10-01 07:20:49	121	0	1	0
     2051	2019-10-01 07:21:31	121	0	1	0
     2053	2019-10-01 07:25:29	121	0	1	0
     2035	2019-10-01 07:30:39	121	0	1	0
     2026	2019-10-01 07:31:00	121	0	1	0
     2033	2019-10-01 07:31:10	121	0	1	0
     2036	2019-10-01 07:39:10	121	0	1	0
     2022	2019-10-01 07:39:26	121	0	1	0
     2038	2019-10-01 07:39:37	121	0	1	0
     2030	2019-10-01 07:41:16	121	0	1	0
     2027	2019-10-01 07:42:09	121	0	1	0
     2054	2019-10-01 07:45:04	121	0	1	0
     2045	2019-10-01 07:48:05	121	0	1	0
     2032	2019-10-01 07:49:43	121	0	1	0
     2043	2019-10-01 07:50:27	121	0	1	0
     2034	2019-10-01 07:50:40	121	0	1	0
     2057	2019-10-01 07:51:10	121	0	1	0
     2052	2019-10-01 07:51:37	121	0	1	0
     2029	2019-10-01 07:53:44	121	0	1	0
     2056	2019-10-01 07:56:10	121	0	1	0
     2037	2019-10-01 07:58:03	121	0	1	0
     2055	2019-10-01 07:58:10	121	0	1	0
     2024	2019-10-01 08:00:17	121	0	1	0
     2034	2019-10-01 12:00:03	121	1	1	0
     2042	2019-10-01 12:00:07	121	1	1	0
     2037	2019-10-01 12:00:11	121	1	1	0
     2041	2019-10-01 12:00:17	121	1	1	0
     2052	2019-10-01 12:00:32	121	1	1	0
     2044	2019-10-01 12:00:40	121	1	1	0
     2038	2019-10-01 12:00:46	121	0	1	0
     2049	2019-10-01 12:00:55	121	0	1	0
     2045	2019-10-01 12:01:04	121	0	1	0
     2026	2019-10-01 12:01:14	121	0	1	0
     2053	2019-10-01 12:01:41	121	0	1	0
     2053	2019-10-01 12:01:54	121	1	1	0
     2053	2019-10-01 12:02:00	121	1	1	0
     2036	2019-10-01 12:02:08	121	1	1	0
     2055	2019-10-01 12:02:13	121	1	1	0
     2051	2019-10-01 12:02:20	121	1	1	0
     2035	2019-10-01 12:02:52	121	1	1	0
     2056	2019-10-01 12:03:15	121	1	1	0
     2050	2019-10-01 12:03:29	121	1	1	0
     2054	2019-10-01 12:03:39	121	1	1	0
     2048	2019-10-01 12:05:16	121	1	1	0
     2028	2019-10-01 12:06:20	121	1	1	0
     2033	2019-10-01 12:06:46	121	1	1	0
     2038	2019-10-01 12:15:38	121	0	1	0
     2026	2019-10-01 12:16:08	121	0	1	0
     2048	2019-10-01 12:17:05	121	0	1	0
     2032	2019-10-01 12:17:27	121	1	1	0
     2030	2019-10-01 12:17:47	121	1	1	0
     2050	2019-10-01 12:18:46	121	0	1	0
     2052	2019-10-01 12:19:30	121	0	1	0
     2051	2019-10-01 12:19:39	121	0	1	0
     2041	2019-10-01 12:20:42	121	0	1	0
     2037	2019-10-01 12:25:07	121	0	1	0
     2057	2019-10-01 12:25:20	121	1	1	0
     2043	2019-10-01 12:25:31	121	1	1	0
     2034	2019-10-01 12:25:56	121	0	1	0
     2035	2019-10-01 12:26:06	121	0	1	0
     2049	2019-10-01 12:26:13	121	0	1	0
     2045	2019-10-01 12:26:22	121	0	1	0
     2028	2019-10-01 12:30:09	121	0	1	0
     2042	2019-10-01 12:30:20	121	0	1	0
     2033	2019-10-01 12:30:30	121	0	1	0
     2053	2019-10-01 12:31:28	121	0	1	0
     2054	2019-10-01 12:35:44	121	0	1	0
     2044	2019-10-01 12:36:11	121	0	1	0
     2055	2019-10-01 12:37:27	121	0	1	0
     2056	2019-10-01 12:37:49	121	0	1	0
     2043	2019-10-01 12:38:48	121	0	1	0
     2057	2019-10-01 12:45:34	121	0	1	0
     2030	2019-10-01 12:46:00	121	0	1	0
     2042	2019-10-01 17:00:03	121	1	1	0
